song_name,song_artist,track number,country,start date,end date,Analysis
Tusa,KAROL G,1,Spain,2019-12-27,2020-01-03,Negative
Alocao (With Bad Gyal),Omar Montes,2,Spain,2019-12-27,2020-01-03,Positive
Dance Monkey,Tones And I,3,Spain,2019-12-27,2020-01-03,Neutral
+,Aitana,4,Spain,2019-12-27,2020-01-03,Negative
Zorra,Bad Gyal,5,Spain,2019-12-27,2020-01-03,Negative
Vete,Bad Bunny,6,Spain,2019-12-27,2020-01-03,Negative
Indeciso,Reik,7,Spain,2019-12-27,2020-01-03,Negative
Blanco,J Balvin,8,Spain,2019-12-27,2020-01-03,Negative
China,Anuel AA,9,Spain,2019-12-27,2020-01-03,Negative
Whine Up,Nicky Jam,10,Spain,2019-12-27,2020-01-03,Negative
RITMO (Bad Boys For Life),Black Eyed Peas,11,Spain,2019-12-27,2020-01-03,Positive
Aventura,Lunay,12,Spain,2019-12-27,2020-01-03,Negative
Hola - Remix,Dalex,13,Spain,2019-12-27,2020-01-03,Negative
Easy - Remix,Jhay Cortez,14,Spain,2019-12-27,2020-01-03,Positive
Si por mi fuera,Beret,15,Spain,2019-12-27,2020-01-03,Negative
Fantasias,Rauw Alejandro,16,Spain,2019-12-27,2020-01-03,Negative
Rueda,Chimbala,17,Spain,2019-12-27,2020-01-03,Negative
Adicto (with Anuel AA &amp; Ozuna),Tainy,18,Spain,2019-12-27,2020-01-03,could not determine analysis
Se iluminaba,Fred De Palma,19,Spain,2019-12-27,2020-01-03,Negative
Hasta Que Salga el Sol,Ozuna,20,Spain,2019-12-27,2020-01-03,Negative
Sigues Con El,Dímelo Flow,19,Spain,2020-01-03,2020-01-10,Negative
Morado,J Balvin,15,Spain,2020-01-10,2020-01-17,could not determine analysis
Muévelo,Nicky Jam,20,Spain,2020-01-10,2020-01-17,could not determine analysis
Me Gusta,Shakira,2,Spain,2020-01-17,2020-01-24,Negative
Prendio (Remix),Rvfv,17,Spain,2020-01-17,2020-01-24,could not determine analysis
