song_name,song_artist,track number,country,start date,end date,Analysis
Blinding Lights,The Weeknd,1,Bulgaria,2020-03-20,2020-03-27,Negative
After Hours,The Weeknd,2,Bulgaria,2020-03-20,2020-03-27,Negative
In Your Eyes,The Weeknd,3,Bulgaria,2020-03-20,2020-03-27,Negative
The Box,Roddy Ricch,4,Bulgaria,2020-03-20,2020-03-27,Negative
Faith,The Weeknd,5,Bulgaria,2020-03-20,2020-03-27,Positive
Heartless,The Weeknd,6,Bulgaria,2020-03-20,2020-03-27,Negative
Alone Again,The Weeknd,7,Bulgaria,2020-03-20,2020-03-27,Negative
Too Late,The Weeknd,8,Bulgaria,2020-03-20,2020-03-27,Positive
Roses - Imanbek Remix,SAINt JHN,9,Bulgaria,2020-03-20,2020-03-27,Negative
Hardest To Love,The Weeknd,10,Bulgaria,2020-03-20,2020-03-27,Positive
Save Your Tears,The Weeknd,11,Bulgaria,2020-03-20,2020-03-27,Positive
Scared To Live,The Weeknd,12,Bulgaria,2020-03-20,2020-03-27,Positive
Escape From LA,The Weeknd,13,Bulgaria,2020-03-20,2020-03-27,Negative
Godzilla (feat. Juice WRLD),Eminem,14,Bulgaria,2020-03-20,2020-03-27,Neutral
Don't Start Now,Dua Lipa,15,Bulgaria,2020-03-20,2020-03-27,Negative
Snowchild,The Weeknd,16,Bulgaria,2020-03-20,2020-03-27,Negative
Say So,Doja Cat,17,Bulgaria,2020-03-20,2020-03-27,Positive
Dance Monkey,Tones And I,18,Bulgaria,2020-03-20,2020-03-27,Neutral
Falling,Trevor Daniel,19,Bulgaria,2020-03-20,2020-03-27,Positive
Until I Bleed Out,The Weeknd,20,Bulgaria,2020-03-20,2020-03-27,Negative
Break My Heart,Dua Lipa,3,Bulgaria,2020-03-27,2020-04-03,Positive
Physical,Dua Lipa,6,Bulgaria,2020-03-27,2020-04-03,Positive
Blueberry Faygo,Lil Mosey,7,Bulgaria,2020-03-27,2020-04-03,Negative
Savage,Megan Thee Stallion,13,Bulgaria,2020-03-27,2020-04-03,Negative
Boss Bitch,Doja Cat,14,Bulgaria,2020-03-27,2020-04-03,Negative
Turks (feat. Travis Scott),NAV,15,Bulgaria,2020-03-27,2020-04-03,Positive
Life Is Good (feat. Drake),Future,17,Bulgaria,2020-03-27,2020-04-03,Positive
ROXANNE,Arizona Zervas,19,Bulgaria,2020-03-27,2020-04-03,Positive
death bed (coffee for your head) (feat. beabadoobee),Powfu,20,Bulgaria,2020-03-27,2020-04-03,Positive
Toosie Slide,Drake,1,Bulgaria,2020-04-03,2020-04-10,Positive
WHATS POPPIN,Jack Harlow,20,Bulgaria,2020-04-03,2020-04-10,Negative
Boyfriend,Selena Gomez,7,Bulgaria,2020-04-10,2020-04-17,Positive
