song_name,song_artist,track number,country,start date,end date,Analysis
Toosie Slide,Drake,1,Bulgaria,2020-04-17,2020-04-24,Positive
Blinding Lights,The Weeknd,2,Bulgaria,2020-04-17,2020-04-24,Negative
Roses - Imanbek Remix,SAINt JHN,3,Bulgaria,2020-04-17,2020-04-24,Negative
The Box,Roddy Ricch,4,Bulgaria,2020-04-17,2020-04-24,Negative
Blueberry Faygo,Lil Mosey,5,Bulgaria,2020-04-17,2020-04-24,Negative
Don't Start Now,Dua Lipa,6,Bulgaria,2020-04-17,2020-04-24,Negative
Savage,Megan Thee Stallion,7,Bulgaria,2020-04-17,2020-04-24,Negative
ROCKSTAR (feat. Roddy Ricch),DaBaby,8,Bulgaria,2020-04-17,2020-04-24,Positive
Life Is Good (feat. Drake),Future,9,Bulgaria,2020-04-17,2020-04-24,Positive
Break My Heart,Dua Lipa,10,Bulgaria,2020-04-17,2020-04-24,Positive
Godzilla (feat. Juice WRLD),Eminem,11,Bulgaria,2020-04-17,2020-04-24,Neutral
Falling,Trevor Daniel,12,Bulgaria,2020-04-17,2020-04-24,Positive
Say So,Doja Cat,13,Bulgaria,2020-04-17,2020-04-24,Positive
Boss Bitch,Doja Cat,14,Bulgaria,2020-04-17,2020-04-24,Negative
Physical,Dua Lipa,15,Bulgaria,2020-04-17,2020-04-24,Positive
death bed (coffee for your head) (feat. beabadoobee),Powfu,16,Bulgaria,2020-04-17,2020-04-24,Positive
WHATS POPPIN,Jack Harlow,17,Bulgaria,2020-04-17,2020-04-24,Negative
Dance Monkey,Tones And I,18,Bulgaria,2020-04-17,2020-04-24,Neutral
HIGHEST IN THE ROOM,Travis Scott,19,Bulgaria,2020-04-17,2020-04-24,Positive
ROXANNE,Arizona Zervas,20,Bulgaria,2020-04-17,2020-04-24,Positive
THE SCOTTS,THE SCOTTS,1,Bulgaria,2020-04-24,2020-05-01,Positive
SICKO MODE,Travis Scott,3,Bulgaria,2020-04-24,2020-05-01,Positive
goosebumps,Travis Scott,8,Bulgaria,2020-04-24,2020-05-01,Positive
Righteous,Juice WRLD,18,Bulgaria,2020-04-24,2020-05-01,Negative
Pain 1993 (with Playboi Carti),Drake,11,Bulgaria,2020-05-01,2020-05-08,Positive
Savage Remix (feat. Beyoncé),Megan Thee Stallion,15,Bulgaria,2020-05-01,2020-05-08,Positive
100 zhivota,Galena,1,Bulgaria,2020-05-08,2020-05-15,could not determine analysis
GOOBA,6ix9ine,2,Bulgaria,2020-05-08,2020-05-15,Negative
Stuck with U (with Justin Bieber),Ariana Grande,8,Bulgaria,2020-05-08,2020-05-15,Negative
