song_name,song_artist,track number,country,start date,end date,Analysis
Amarillo,J Balvin,1,Spain,2020-03-20,2020-03-27,Negative
Rojo,J Balvin,2,Spain,2020-03-20,2020-03-27,Neutral
Tusa,KAROL G,3,Spain,2020-03-20,2020-03-27,Negative
Morado,J Balvin,4,Spain,2020-03-20,2020-03-27,could not determine analysis
Safaera,Bad Bunny,5,Spain,2020-03-20,2020-03-27,Negative
La Difícil,Bad Bunny,6,Spain,2020-03-20,2020-03-27,Negative
Tattoo,Rauw Alejandro,7,Spain,2020-03-20,2020-03-27,Negative
Gris,J Balvin,8,Spain,2020-03-20,2020-03-27,Negative
Diosa,Myke Towers,9,Spain,2020-03-20,2020-03-27,Negative
Azul,J Balvin,10,Spain,2020-03-20,2020-03-27,Negative
Keii,Anuel AA,11,Spain,2020-03-20,2020-03-27,Positive
Medusa,Jhay Cortez,12,Spain,2020-03-20,2020-03-27,Negative
Rosa,J Balvin,13,Spain,2020-03-20,2020-03-27,Negative
Ignorantes,Bad Bunny,14,Spain,2020-03-20,2020-03-27,Negative
Blanco,J Balvin,15,Spain,2020-03-20,2020-03-27,Negative
Se iluminaba,Fred De Palma,16,Spain,2020-03-20,2020-03-27,Negative
Fantasias - Remix,Rauw Alejandro,17,Spain,2020-03-20,2020-03-27,Negative
Negro,J Balvin,18,Spain,2020-03-20,2020-03-27,Negative
Si Veo a Tu Mamá,Bad Bunny,19,Spain,2020-03-20,2020-03-27,Negative
Una Mala (Remix),El Completo Rd,20,Spain,2020-03-20,2020-03-27,Negative
Yo Perreo Sola,Bad Bunny,6,Spain,2020-03-27,2020-04-03,Negative
4 besos,Lola Indigo,9,Spain,2020-03-27,2020-04-03,Negative
Dolerme,ROSALÍA,19,Spain,2020-03-27,2020-04-03,Negative
Don't Start Now,Dua Lipa,20,Spain,2020-03-27,2020-04-03,Negative
Follow,KAROL G,12,Spain,2020-04-03,2020-04-10,Negative
La Cama - Remix,Lunay,14,Spain,2020-04-03,2020-04-10,Negative
Dime Bbsita,Robledo,3,Spain,2020-04-10,2020-04-17,Negative
Mil Tequilas,Chema Rivas,13,Spain,2020-04-10,2020-04-17,Negative
Tu Eres Un Bom Bom - Remix,Kafu Banton,15,Spain,2020-04-10,2020-04-17,Negative
PORFA,Feid,16,Spain,2020-04-10,2020-04-17,Negative
